Name,2021 Rank,2021 Count,2020 Rank,2020 Count,2019 Rank,2019 Count,2018 Rank,2018 Count,2017 Rank,2017 Count,2016 Rank,2016 Count,2015 Rank,2015 Count,2014 Rank,2014 Count,2013 Rank,2013 Count,2012 Rank,2012 Count,2011 Rank,2011 Count,2010 Rank,2010 Count,2009 Rank,2009 Count,2008 Rank,2008 Count,2007 Rank,2007 Count,2006 Rank,2006 Count,2005 Rank,2005 Count,2004 Rank,2004 Count,2003 Rank,2003 Count,2002 Rank,2002 Count,2001 Rank,2001 Count,2000 Rank,2000 Count,1999 Rank,1999 Count,1998 Rank,1998 Count,1997 Rank,1997 Count,1996 Rank,1996 Count
Jasman,[x],[x],"4,608",3,[x],[x],"3,011",6,[x],[x],"4,810",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Jasmeet,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,747",3,[x],[x],[x],[x],"3,987",4,"2,613",7,"2,941",6,[x],[x],[x],[x],"3,589",4,[x],[x],"3,208",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"1,850",6,[x],[x],"2,337",4,[x],[x]
Jasnoor,[x],[x],"4,608",3,[x],[x],[x],[x],"3,449",5,"3,079",6,"2,707",7,"4,632",3,[x],[x],"4,805",3,"4,647",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Jason,210,251,213,240,175,302,174,311,179,314,170,340,163,355,162,353,155,372,165,359,159,360,161,344,145,406,139,404,129,419,141,379,126,432,116,481,107,484,94,540,92,541,97,561,83,650,80,723,72,844,69,"1,001"
Jason-James,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,527",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Jason-Junior,[x],[x],"4,608",3,[x],[x],[x],[x],[x],[x],"4,810",3,[x],[x],"4,632",3,"4,685",3,"3,039",6,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Jason-Lee,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,589",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,859",3,[x],[x]
Jaspa,[x],[x],"3,848",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,805",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Jaspal,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,632",3,[x],[x],[x],[x],"4,647",3,[x],[x],[x],[x],[x],[x],"4,333",3,"4,052",3,[x],[x],[x],[x],"3,467",3,[x],[x],"1,949",6,"1,703",7,"1,383",9,"1,110",12,"1,052",13,898,16
Jaspar,"4,789",3,[x],[x],[x],[x],[x],[x],[x],[x],"4,810",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,432",3,"3,589",4,"3,385",4,"3,849",3,[x],[x],"2,470",5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Jasper,79,742,78,727,84,720,89,708,102,642,98,683,104,608,107,570,111,534,129,482,138,453,152,389,180,289,196,241,186,261,202,216,195,213,212,175,211,166,224,140,221,138,239,124,253,116,263,106,285,97,284,94
Jasper-James,[x],[x],[x],[x],"3,937",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Jasper-Lee,[x],[x],"4,608",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Jaspreet,[x],[x],[x],[x],[x],[x],[x],[x],"4,812",3,"4,810",3,[x],[x],[x],[x],[x],[x],"3,987",4,"2,892",6,[x],[x],"3,227",5,"4,432",3,"3,095",5,"2,538",6,"3,849",3,"3,651",3,"2,857",4,"2,005",6,"1,949",6,"1,889",6,"1,664",7,"2,074",5,"1,761",6,"2,020",5
Jasprit,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,859",3,[x],[x]
Jasraaj,[x],[x],[x],[x],[x],[x],[x],[x],"4,812",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Jasraj,"3,017",6,"2,228",9,"2,104",10,"1,786",13,"2,172",10,"2,804",7,"1,902",12,"1,421",17,"1,617",14,"1,430",17,"1,447",16,"1,911",11,"2,126",9,"3,158",5,"1,666",12,"1,545",12,"2,418",6,"1,410",12,"2,857",4,"1,519",9,"1,467",9,"1,552",8,"1,383",9,"1,485",8,"1,257",10,"1,235",10
Jassem,[x],[x],[x],[x],"4,702",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Jasser,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,632",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Jassim,[x],[x],[x],[x],"3,411",5,[x],[x],"3,040",6,"4,810",3,[x],[x],[x],[x],[x],[x],"3,039",6,[x],[x],[x],[x],"3,744",4,[x],[x],[x],[x],[x],[x],[x],[x],"3,651",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Jastin,"3,990",4,[x],[x],"4,702",3,[x],[x],"4,812",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,647",3,"4,678",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Jasveer,"4,789",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,685",3,"3,987",4,[x],[x],"4,678",3,[x],[x],"4,432",3,"3,589",4,"3,385",4,"3,849",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,901",3,[x],[x],"2,863",3
Jasvinder,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,849",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,901",3,[x],[x],[x],[x]
Jasvir,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,097",5,[x],[x],[x],[x],[x],[x]
Jaswant,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,022",5,[x],[x]
Jaswinder,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,425",4,[x],[x],[x],[x],"2,357",4
Jathin,[x],[x],"3,848",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Jathniel,"3,990",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Jathusan,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,527",3,"4,432",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Jathushan,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,865",4,[x],[x],[x],[x],[x],[x],"2,870",5,"3,208",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Jatin,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,685",3,"3,039",6,"3,830",4,[x],[x],"3,744",4,"4,432",3,"3,589",4,"4,052",3,[x],[x],"3,009",4,"2,470",5,"3,225",3,"2,220",5,"1,889",6,"2,097",5,"1,642",7,"2,337",4,"2,863",3
Jatinder,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,857",4,[x],[x],"1,595",8,"1,703",7,"2,943",3,"2,419",4,"1,454",8,"1,765",6
Javad,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,036",3,[x],[x],[x],[x],[x],[x],[x],[x]
Javae,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,805",3,[x],[x],"4,678",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,225",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Javaid,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,859",3,[x],[x]
Javan,"4,789",3,"4,608",3,"4,702",3,[x],[x],[x],[x],"4,023",4,"4,747",3,"2,964",6,"2,954",6,"3,039",6,"4,647",3,"2,036",10,"2,544",7,"1,457",15,"2,023",9,"1,744",10,"1,617",11,"1,732",9,"2,470",5,"1,322",11,"1,467",9,"1,241",11,"1,199",11,"1,055",13,"1,010",14,728,21
Javani,[x],[x],[x],[x],"4,702",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,678",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Javanie,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,651",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Javanni,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,227",5,"4,432",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Javante,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,432",3,[x],[x],[x],[x],[x],[x],[x],[x],"2,857",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Javari,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,805",3,[x],[x],"4,678",3,[x],[x],[x],[x],"4,333",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Javarn,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,865",4,[x],[x],"4,432",3,[x],[x],[x],[x],"3,849",3,"3,009",4,"2,857",4,[x],[x],"3,134",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Javarne,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,225",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Javarni,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,647",3,[x],[x],[x],[x],"4,432",3,[x],[x],[x],[x],[x],[x],"3,651",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Javaughn,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,432",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Javaun,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,587",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Javed,[x],[x],[x],[x],[x],[x],"4,749",3,"3,996",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,678",3,[x],[x],"4,432",3,"3,095",5,"2,087",8,"3,208",4,"2,578",5,[x],[x],"2,005",6,"2,587",4,[x],[x],"1,664",7,"1,485",8,"1,174",11,"1,235",10
Javel,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,651",3,[x],[x],[x],[x],"3,134",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Javell,[x],[x],[x],[x],[x],[x],"4,749",3,[x],[x],[x],[x],[x],[x],"4,632",3,[x],[x],[x],[x],"4,647",3,[x],[x],"4,527",3,"4,432",3,[x],[x],[x],[x],[x],[x],[x],[x],"3,467",3,"2,636",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Javelle,[x],[x],[x],[x],[x],[x],[x],[x],"3,996",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Javen,[x],[x],"4,608",3,[x],[x],[x],[x],[x],[x],[x],[x],"4,747",3,[x],[x],"3,822",4,"3,987",4,[x],[x],[x],[x],[x],[x],"3,687",4,[x],[x],"3,385",4,[x],[x],[x],[x],"3,467",3,[x],[x],[x],[x],"2,501",4,"1,850",6,[x],[x],[x],[x],[x],[x]
Javi,"4,789",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,527",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Javid,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,908",4,[x],[x],[x],[x],"3,987",4,[x],[x],[x],[x],"3,227",5,[x],[x],[x],[x],[x],[x],"2,754",5,[x],[x],"3,467",3,"3,225",3,"2,220",5,"2,142",5,[x],[x],[x],[x],"2,022",5,[x],[x]
Javier,"1,184",23,"1,314",19,"1,655",14,"1,158",23,"1,470",17,"1,157",24,"1,327",19,988,29,"1,063",25,"1,021",27,"1,158",22,"1,171",22,"1,649",13,"1,596",13,"1,578",13,"1,224",17,"1,047",20,"1,160",16,"1,132",15,"1,411",10,"1,202",12,"1,048",14,948,16,"1,642",7,"1,578",7,976,14
Javin,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,678",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,651",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Javion,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,678",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Javon,[x],[x],"4,608",3,"3,411",5,[x],[x],[x],[x],[x],[x],"4,747",3,[x],[x],"2,660",7,[x],[x],[x],[x],[x],[x],"2,318",8,"2,507",7,"2,741",6,"1,744",10,"2,754",5,"3,009",4,"2,857",4,"2,636",4,"1,949",6,"2,142",5,[x],[x],"2,419",4,"1,345",9,"2,863",3
Javone,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,134",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Javontae,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,052",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Javonte,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,432",3,"3,589",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Jawaad,[x],[x],[x],[x],"3,937",4,[x],[x],"3,996",4,"4,810",3,[x],[x],[x],[x],"4,685",3,[x],[x],"3,830",4,"3,865",4,"4,527",3,"3,158",5,"3,095",5,"2,538",6,[x],[x],"1,280",14,"1,513",10,"1,519",9,"1,949",6,"1,552",8,"1,383",9,"1,642",7,"1,257",10,"1,104",12
Jawad,"1,782",13,"1,314",19,"1,253",20,"1,683",14,"1,247",21,"1,570",16,"1,236",21,"1,421",17,"1,147",22,"1,229",21,"1,251",20,"1,201",21,"1,175",21,836,33,"1,169",20,764,33,807,29,790,27,912,21,824,22,786,22,710,25,973,15,"1,000",14,874,17,976,14
Jawdan,[x],[x],[x],[x],[x],[x],"3,412",5,[x],[x],[x],[x],[x],[x],"4,632",3,"4,685",3,[x],[x],"4,647",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Jawwad,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,589",4,"4,052",3,[x],[x],[x],[x],[x],[x],[x],[x],"2,220",5,[x],[x],"2,943",3,[x],[x],"2,859",3,"2,357",4
Jax,118,485,134,416,145,385,150,377,139,421,182,311,217,260,295,155,399,102,793,40,781,39,897,32,923,29,"2,775",6,"2,023",9,"4,052",3,"3,208",4,[x],[x],"3,467",3,[x],[x],[x],[x],"1,889",6,[x],[x],[x],[x],[x],[x],[x],[x]
Jax-James,"2,730",7,"4,608",3,[x],[x],"4,749",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Jaxen,"1,516",16,"2,960",6,"1,745",13,"1,683",14,"1,812",13,"1,498",17,"1,186",22,"1,935",11,"2,055",10,"1,962",11,"2,194",9,"2,629",7,[x],[x],"3,687",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Jaxon,52,"1,210",49,"1,208",47,"1,356",46,"1,346",52,"1,257",51,"1,161",80,837,115,535,147,402,192,290,200,262,317,139,461,78,557,59,638,45,733,35,"1,135",18,"1,732",9,"1,326",12,"1,077",15,"3,134",3,"1,425",9,"2,425",4,"2,419",4,[x],[x],"1,765",6
Jaxon-Daniel,[x],[x],[x],[x],[x],[x],[x],[x],"4,812",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Jaxon-Gray,"4,789",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Jaxon-James,"1,448",17,"1,548",15,"1,152",23,"1,683",14,"1,703",14,"1,903",12,"2,483",8,[x],[x],[x],[x],"3,416",5,"3,300",5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Jaxon-Jay,"2,730",7,"3,334",5,"3,411",5,"3,011",6,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Jaxon-John,"2,730",7,"3,334",5,[x],[x],"3,959",4,"3,449",5,[x],[x],"4,747",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Jaxon-Lee,"2,125",10,"2,076",10,"2,488",8,"2,445",8,"2,172",10,[x],[x],"3,908",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Jaxon-Paul,[x],[x],"3,848",4,"4,702",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Jaxsen,"4,789",3,[x],[x],[x],[x],[x],[x],"4,812",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Jaxson,135,420,117,473,127,446,142,399,123,472,144,405,198,291,258,196,369,110,450,88,470,79,635,51,"1,033",25,"1,511",14,"2,023",9,"2,087",8,[x],[x],"2,578",5,[x],[x],"2,005",6,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Jaxson-James,"3,451",5,"2,076",10,"3,013",6,"3,011",6,"4,812",3,"4,023",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Jaxson-Jay,"4,789",3,[x],[x],[x],[x],[x],[x],"4,812",3,"4,810",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Jaxson-Lee,"4,789",3,[x],[x],"3,937",4,"3,011",6,"4,812",3,"4,810",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Jaxson-Leigh,"4,789",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Jaxton,"3,451",5,"3,334",5,[x],[x],"3,412",5,"3,449",5,"3,079",6,[x],[x],"3,895",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
